Country Name;Country Code;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Irán, República Islámica del;IRN;17.100;18.800;19.300;22.200;25.100;32.000;38.300;41.900;41.100;23.000;18.600;11.600;24.900;30.900;36.900;27.200;35.200;34.500;31.000;36.500;39.900;41.500;37.700;41.600;46.500;48.600;63.300;83.400;79.600;75.900;82.610;141.396;92.621;138.537;109.706;121.235;136.075;137.645;122.226;133.932;158.014.183.450.955;161.191.677.604.321;153.142.822.223.706;161.029;162.563.374.175.832;133.663;159.754;225.399.088;207.096;186.006
Bosnia y Herzegovina;BIH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.100;4.300;4.768;4.530;4.394;4.570;;;;;1.004;1.359;157.354.975.701.333;106.006.567.164.179;750.069.402.985.075;552;420;81;;;;108
Grecia;GRC;34.100;39.800;44.500;48.500;38.000;42.600;50.600;49.400;55.600;57.300;50.300;49.700;53.900;58.800;71.600;77.000;75.800;78.600;79.200;80.100;79.600;69.800;79.200;86.200;86.600;89.200;92.400;94.200;90.700;94.100;108.584;125.269;113.247;114.100;137.676;130.515;133.226;137.697;128.287;112.671;136.382.257.932.753;125.477.119.829.729;111.870;103.800;134.160;124.014;128.454;135.281;144.040;151.848
Singapur;SGP;27.700;31.300;30.300;21.300;22.800;23.800;25.700;27.500;30.300;32.800;32.500;29.900;29.900;34.600;29.800;31.100;31.600;32.900;34.900;32.000;30.500;35.000;39.100;43.100;46.100;51.600;57.200;60.700;61.700;68.400;71.042;72.431;72.444;64.117;76.253;77.119;84.747;87.564;91.387;83.772;131.721.915.559.326;144.696.875.455.373;157.939.317.765.257;165239.07;183.398.557.600.256;181.563;207.203;203.615;208.787;215.014
Europa y Asia central (BIRF y la AIF);TEC;;;;;;;;;;;;;;;;;;;;;;;;1.061.500;961.000;898.200;771.400;691.600;583.200;660.600;677.777;725.169;713.991;759.539;827.774;856.265;931.341;1.002.485;1.109.461;1.114.171;128.997.522.735.896;143.723.938.610.583;152.451.982.022.895;167.154.250.323.624;1798548.52;1.898.797;1.954.498;2.078.621;2.173.188.545;2.262.668.332
Bélgica;BEL;40.800;40.700;41.000;40.400;37.300;36.100;39.900;42.800;46.000;48.000;47.800;43.000;40.400;39.100;40.400;43.200;45.300;45.900;51.200;59.700;66.500;70.000;77.100;109.100;118.700;141.200;164.700;182.700;213.000;233.300;225.906;178.331;133.682;132.779;154.218;151.939;158.016;173.818;179.019;249.997;127.677.532.209.862;131.577;132.099.342.541.943;130.230;13.297.652.964.928;141.116;147.324;145.540;140.674;137.206.817
Oriente Medio y Norte de África;MEA;157.700;174.900;184.900;201.500;232.400;242.100;284.900;311.300;341.300;341.700;353.100;361.800;357.800;389.900;394.100;382.900;389.900;381.200;406.400;414.200;415.100;385.000;441.300;467.800;491.800;483.000;519.600;545.200;535.600;571.700;613.217;665.244;621.484;683.657;701.240;590.992;648.841;707.006;680.702;1.003.079;126.772.228.423.836;129.281.915.016.265;135.369.409.193.799;1427157.5;150.106.114.161.639;1.561.886;1.691.849;1.780.821.468;181.240.975.353.017;1.765.481.272
Benin;BEN;1.400;1.300;1.000;1.100;1.000;1.100;1.200;1.100;1.100;1.200;1.100;1.600;2.000;2.000;2.000;2.100;2.700;2.600;2.600;1.100;500;1.200;1.100;1.300;1.300;1.300;1.500;1.500;1.500;1.500;1.518;716;;;;;;;;;125.545.454.545.455;1.381;1.381;1.728;648;1.209;10;;;
Canadá;CAN;305.200;292.500;291.400;348.900;371.900;363.800;352.900;348.000;349.200;357.700;382.000;383.600;344.000;325.300;343.600;351.900;343.000;333.800;380.900;370.200;346.800;257.800;258.700;243.700;253.500;282.800;305.800;310.800;317.800;319.600;963.468;982.013;263.906;1.036.092;988.755;1.018.480;1.042.100;1.188.947;1.200.361;1.198.381;123.452.861.925.597;124.574.361.579.713;128.019.818.557.714;126.329.733.686.341;1.290.419;1.322.033;1.359.442;1.443.818;1.250.460;1.215.983
Estonia;EST;;;;;;;;;;;;;;;;;;;;;;;5.500;5.700;5.700;6.500;5.100;7.800;11.400;10.600;9.199;9.133;8.324;8.522;7.814;8.350;8.183;9.214;11.478;8.592;122.079.705.512.659;13.492;26.778;13.356;13.524;13.954;16.179;528;1.583;22
Europa y Asia central (excluido altos ingresos);ECA;;;;;;;;;;;;;;;;;;;;;;;;1.006.600;897.200;830.600;703.400;611.000;512.600;583.000;585.153;614.331;607.061;639.807;699.078;716.247;783.495;839.583;939.316;948.612;112.106.422.735.896;127.062.138.610.583;136.518.482.022.895;151.994.550.323.624;1654043.72;1.759.692;1.797.519;1.893.325;1.966.459.545;2.045.029.332
Portugal;PRT;47.600;53.500;58.100;65.100;66.400;32.800;28.200;29.200;30.800;31.400;33.500;34.100;35.100;35.300;33.900;31.000;31.700;34.600;39.500;40.300;45.000;47.000;59.900;63.300;65.900;71.600;80.500;94.700;97.600;117.200;112.462;96.049;112.324;117.404;127.025;148.604;119.668;138.093;159.135;123.551;111.961.407.853.906;129.004;131.870;158.096;157.702;160.003;154.448;170.444;182.753;186.711
Montenegro;MNE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.411;;4.978;4.974;5.560;;;;;100.640.086.862.106;7.707;7.485;7.164;6.492;6.864;6.842;6.436;6.887;7.192
Países pobres muy endeudados (PPME);HPC;187.100;186.500;178.200;180.600;174.400;200.500;210.200;188.500;198.400;206.900;209.300;207.700;200.600;198.200;198.600;192.800;176.500;178.500;183.300;180.200;178.500;174.100;163.700;149.400;143.800;137.800;154.100;159.000;152.500;145.800;143.612;137.114;;;;;;;;;26.682.228.924.497;307.977.717.076.074;311.610.290.559.514;329.263.772;346.254.152.913.158;345.543;341.547;383.488;410.069;415.574.089
América Latina y el Caribe (BIRF y la AIF);TLA;696.700;663.000;675.900;689.000;728.300;749.400;770.800;756.300;766.700;859.000;933.500;918.700;1.029.000;1.120.000;1.162.800;1.136.900;1.154.500;1.175.700;1.160.400;1.181.100;1.192.900;1.218.400;1.260.800;1.353.900;1.412.700;1.430.600;1.498.300;1.701.200;1.777.500;1.938.700;1.795.191;1.875.770;1.720.239;1.528.729;1.543.862;1.611.517;1.649.988;1.787.182;1.755.794;1.797.292;22.559.412.373.442;238.445.196.568.567;250.330.641.141.084;267.550.641.507.694;277.175.399.664.724;2.832.631;2.757.267;2.685.336;274.071.529.213.874;278.184.858.312.836
posterior al dividendo demográfico;PST;7.862.000;7.996.500;7.982.800;8.109.600;7.522.800;7.372.300;7.562.100;7.898.000;8.100.600;8.387.000;8.328.300;7.901.900;7.878.500;8.142.800;8.615.800;9.092.400;9.831.200;10.310.800;10.835.900;10.937.400;11.438.000;11.229.100;11.615.900;11.684.200;12.761.400;13.485.000;14.270.600;14.686.400;14.791.900;15.678.400;16.933.507;16.714.073;15.385.330;15.869.640;17.597.666;17.822.494;17.855.201;18.271.239;17.590.453;17.494.249;18.825.974.832.211;189.203.909.777.659;18.681.652.670.384;185.935.510.638.634;185.151.939.872.495;18.728.288;19.131.561;19260709.92;194.369.529.057.636;197.772.704.581.284
Países de ingreso bajo;LIC;111.900;115.000;102.400;96.300;100.100;112.500;129.300;123.700;123.400;122.000;124.500;126.400;122.600;124.900;127.100;118.600;119.500;117.300;113.200;117.300;116.700;110.000;109.900;108.400;116.800;105.300;111.800;104.200;94.100;103.200;115.056;113.321;;;;;;;;;18.442.350.041.523;212.253.101.917.447;202.275.766.964.815;215.809;216.276.310.289.755;188.495;192.890;212.967;204.438.753.530.167;209.047.299
Finlandia;FIN;44.900;48.400;51.500;55.100;60.700;64.300;62.600;56.400;60.000;61.100;70.800;74.100;72.200;68.900;68.800;70.300;66.400;77.300;84.000;89.800;93.400;92.000;93.600;90.300;91.000;97.000;103.200;113.300;119.000;120.700;145.174;128.881;108.923;107.026;109.209;107.108;114.699;118.686;114.371;104.740;13.240.828.422.807;144.467;138.914.132.653.061;138.987;140.256;153.849;162.119;118.856;125.804;131.089
América del Norte;NAC;5.404.400;5.291.700;5.276.600;5.407.100;5.022.300;4.939.900;5.043.400;5.143.900;5.206.200;5.399.500;5.344.700;5.011.900;4.916.100;5.136.200;5.549.800;5.905.800;6.449.000;6.731.800;7.009.400;6.892.300;7.195.400;6.881.700;6.836.800;6.671.500;7.503.500;7.965.000;8.337.600;8.253.700;8.142.200;8.831.000;9.784.346;9.517.253;8.302.667;8.825.200;10.554.981;10.988.079;10.781.083;11.004.451;10.254.839;10.380.744;11.329.725.619.256;113.035.116.157.971;111.445.581.855.771;110.087.953.368.634;10.846.743;10.820.701;11.000.033;11.082.914;11.130.969;11.315.014
Egipto, República Árabe de;EGY;14.500;12.800;15.700;14.800;17.000;15.100;16.900;18.600;18.700;21.300;25.700;27.600;28.100;29.700;29.900;31.500;29.800;30.900;33.800;35.200;19.800;25.700;34.100;31.300;38.000;39.000;41.300;41.600;39.500;44.300;47.418;41.373;41.858;42.152;42.189;44.730;47.444;51.440;57.510;56.414;104.036.125;787.260.909.090.909;92.303;100735.5;101.725.767.440.561;108.206;115.856;105.464;105.097;113.055
Estados Unidos;USA;5.099.200;4.999.200;4.985.200;5.058.200;4.650.400;4.576.100;4.690.500;4.795.900;4.857.000;5.041.800;4.962.700;4.628.300;4.572.100;4.810.900;5.206.200;5.553.900;6.106.000;6.398.000;6.628.500;6.522.100;6.848.600;6.623.900;6.578.100;6.427.800;7.250.000;7.682.200;8.031.800;7.942.900;7.824.400;8.511.400;8.820.878;8.535.240;8.038.761;7.789.108;9.566.226;9.969.599;9.738.983;9.815.504;9.054.478;9.182.363;10.095.197;10.057.768;9.864.360;9.745.498;9.556.324;9.498.668;9.640.591;9.639.096;9.880.509;10.099.031
China;CHN;;;;;21.200;26.600;27.700;28.800;34.000;63.000;51.000;57.300;69.800;74.000;92.500;102.200;127.900;159.700;176.900;159.200;196.000;190.300;200.300;261.600;325.900;397.600;493.000;470.200;510.500;547.800;572.921;840.911;932.064;946.354;1.209.900;1.349.269;1.542.564;1.753.550;1.853.088;2.140.124;2.377.789;2.538.667;2.779.741;3.073.450;3.356.756;3.616.026;3.952.098;4.359.033;4.692.008;4.963.752
Brasil;BRA;137.700;149.300;156.700;173.200;204.800;209.100;206.100;194.900;193.000;211.100;232.500;236.900;240.200;259.900;337.100;335.100;367.900;386.200;401.900;398.700;415.900;457.700;405.500;400.100;408.300;453.500;483.600;568.600;609.900;692.600;628.081;654.106;627.878;486.777;486.025;514.700;560.838;649.738;647.753;752.225;841.793;970.561;1.002.565;952.307;937.437;944.557;826.943;803.846;832.683;814.301
Irlanda;IRL;29.000;27.500;25.200;25.700;27.500;25.800;27.100;27.400;27.700;31.100;28.400;27.700;26.600;26.300;30.800;32.500;33.500;36.600;61.400;73.000;79.500;82.400;76.700;69.000;70.300;84.000;95.000;107.200;122.700;132.700;145.457;156.277;177.032;231.296;261.345;303.697;350.204;416.205;483.741;528.098;601.262;635.065;648.817.651.510.641;641.412;658.512;718.059;836.293;883.323;935.913;967.456
Australia;AUS;283.300;288.000;283.800;256.500;18.700;18.700;29.300;246.600;259.100;259.000;257.700;230.800;222.700;230.500;214.200;238.600;266.600;283.300;294.400;230.300;255.900;283.600;324.600;347.700;405.600;396.100;371.200;394.500;378.200;384.800;382.514;388.734;536.867;529.648;324.939;342.509;352.909;353.546;393.363;403.256;572.906;593.145.002.471.011;622.917;641.451;664.970;668.961;682.937;672.349;665.384;684.170
Federación de Rusia;RUS;;;;;;;;;;;;;;;;;;;;;;;;815.400;683.400;586.300;464.700;395.300;280.500;321.400;314.621;329.935;345.262;350.963;398.958;390.824;421.170;467.670;522.577;475.261;523.759;596.042;636.748;678.071;747.804;767.043;746.446;815.708;885.094;986.608
Turquía;TUR;28.700;32.000;34.700;36.700;30.600;27.200;32.000;33.400;30.400;31.400;18.900;25.300;24.000;24.600;28.400;31.600;31.700;32.900;36.800;38.300;44.200;38.600;58.600;70.500;75.100;78.500;84.900;92.800;103.900;111.400;119.945;111.342;105.996;104.377;121.815;145.952;177.088;197.132;215.275;271.835;369.174;420.222;476.115;568.212.396.628.194;628.104;706.067;743.673;742.260;772.925.545;741.933
Italia;ITA;183.500;196.300;204.800;184.900;185.100;171.700;171.100;166.900;159.700;160.700;162.500;152.800;158.900;160.700;161.100;174.700;172.400;180.100;189.700;214.200;229.400;231.500;261.400;265.300;268.900;280.000;306.800;321.400;338.200;358.900;367.584;393.484;350.552;385.911;382.317;445.968;447.749;431.647;382.590;382.897;335.280;32.877.158.001.328;306.320.503.320.053;258.027;264.899;273.462;277.671;243.811;251.621;260.599
Corea, República de;KOR;16.000;38.100;39.100;39.700;33.100;29.400;27.500;30.300;34.000;39.800;37.100;34.900;38.900;41.700;47.900;49.100;53.100;59.100;69.200;143.600;120.100;120.100;141.000;163.500;170.300;188.900;207.300;229.300;207.900;204.000;226.910;228.442;238.649;240.942;232.077;221.424;223.735;243.113;250.260;256.160;280.427;282.239;285.000;360.356;368.132;448.037;473.606;499093.92;527.807;549.454
Colombia;COL;145.800;125.200;115.400;103.300;75.700;70.300;69.200;63.500;69.300;70.100;65.500;69.400;157.900;158.800;133.300;124.100;123.900;118.200;118.600;127.000;116.900;124.500;147.100;167.200;181.500;193.700;195.200;224.800;234.700;208.600;199.370;190.465;179.994;171.933;153.204;162.095;175.006;185.872;187.382;196.298;226.094;237.570.829.047.845;254.059.928.996.848;304.365.908;349.864.363;368.947;366.188;355.039;358.874;371.985
Suiza;CHE;84.600;86.500;83.100;85.700;87.700;89.500;89.300;90.500;93.600;95.300;97.700;95.900;109.200;111.400;111.600;115.800;122.200;122.700;132.000;145.900;152.100;150.800;157.600;168.900;174.900;191.200;218.200;220.800;250.300;276.300;289.031;284.899;242.800;189.121;144.703;134.839;125.126;139.124;158.788;168.280;224.807;244.994;257.233.254.295.533;266.128;263.267;250.094;229.530;216.436;219.782;225.755
Nueva Zelandia;NZL;83.600;86.600;90.600;96.900;103.700;103.400;98.100;89.100;90.200;91.500;87.700;78.000;75.000;78.600;90.500;96.200;93.100;98.700;111.500;126.500;128.300;109.200;122.900;123.600;125.800;127.600;187.400;256.800;236.100;227.500;240.046;266.139;242.720;247.388;196.657;209.469;220.990;219.243;220.375;217.178;207.872;206.937;203.388;203.520;189.722;186.209;181.125;184.762;187.851;192.514
Filipinas;PHL;95.100;69.000;65.300;66.900;62.700;67.800;70.000;63.400;58.000;61.700;48.900;48.300;51.100;56.800;57.000;57.700;62.900;67.400;71.200;74.200;70.100;63.200;65.100;60.800;61.600;64.000;64.700;65.500;61.800;40.300;44.547;60.511;57.193;56.235;56.647;58.944;61.712;65.212;72.333;87.028;205.318;225.789.683.645.565;241.698.559.028.508;200.532;287.460;325.859;345.482;273.159;292.450;320.569
Tailandia;THA;25.600;27.300;26.600;26.900;28.800;29.700;29.500;28.400;29.000;30.800;32.600;34.100;36.800;40.000;44.200;47.400;49.600;48.300;54.600;61.800;69.500;69.800;72.700;76.200;80.700;86.500;91.700;94.900;93.500;95.400;101.591;102.414;97.750;93.576;128.178;124.347;126.845;129.703;125.907;123.541;201.306;227.322;252.368.898.405.228;298.450;338.053.981.662.592;392.664;413.880;448.477;475.886.496;489.963
Sudáfrica;ZAF;39.800;46.000;47.600;47.800;55.700;58.600;59.400;58.500;58.100;63.100;64.600;69.800;70.100;64.100;67.200;64.200;51.000;55.800;60.800;81.200;84.000;78.600;79.900;93.700;89.300;74.300;88.400;102.200;93.200;103.800;110.392;122.561;116.985;130.938;133.222;148.146;146.648;152.550;156.567;151.292;190.441;191.506.866.330.359;197.817.300.311.111;184.763;199.600.522.813.668;209.734;212.865;216.275;234.156;243.803
Arabia Saudita;SAU;25.200;26.400;26.000;25.000;29.500;35.500;47.700;64.800;74.500;84.100;94.400;100.400;99.000;101.400;103.700;100.500;95.500;91.000;92.700;89.900;92.700;79.000;95.100;100.000;102.500;98.100;100.700;100.300;101.100;106.900;108.981;107.984;108.598;108.322;113.329;116.280;131.528;150.521;148.335;156.500;177.608;193.536;208.986;216.636;232.908;236.468;256.635;270.924;267.295;269.872
Austria;AUT;14.900;16.500;18.400;20.900;20.000;21.000;23.100;24.000;25.800;26.100;27.200;27.800;36.400;37.700;38.000;37.800;37.700;38.700;40.100;39.900;42.000;47.400;63.600;73.000;87.700;109.000;118.100;121.300;127.900;127.200;138.700;133.561;135.516;128.449;137.049;141.968;149.512;151.070;150.738;138.942;176.195;166.729.997.287.091;162.715.735.981.131;166.251;162.576;152.056;149.030;156.761;130.260;330.226
Hong Kong, Región Administrativa Especial;HKG;;;;;;;;;;;;;;;;;;;;;;124.500;147.100;167.200;181.500;193.700;195.200;224.800;234.700;72.400;79.182;85.003;91.096;87.070;111.136;122.705;130.014;141.372;144.039;149.809;158.255;173.112;18.550.637.822.568;199.639;215.562;228.582;235.581;243.518;245.146;242.173
Estados pequeos del Caribe;CSS;35.100;34.100;35.300;27.400;28.800;45.500;60.300;55.300;54.200;72.100;76.400;72.600;99.200;111.600;113.900;134.100;136.300;133.600;133.000;131.800;126.300;137.200;134.300;139.300;144.800;149.500;137.200;112.900;114.300;148.100;138.632;155.940;137.987;137.727;100.958;101.132;99.817;104.274;104.600;92.285;126.300;147.475.438.423.049;171.025.626.310.282;198.637;252.495;247.773;245.933;250.510;24.273.492.913.874;
Hungría;HUN;6.200;3.200;3.000;3.800;4.500;4.000;4.300;11.800;13.700;15.500;15.600;16.100;16.600;15.700;17.000;17.200;17.100;17.300;16.200;17.500;18.900;16.600;19.800;23.100;20.900;21.600;24.900;25.700;27.500;30.200;32.297;31.654;33.290;40.233;46.837;47.362;45.781;51.003;49.795;45.861;111.307;120.826.212.389.811;888.018.316.511.268;103.080;123.708;145.492;137.605;158.454;183.541;213.664
Viet Nam;VNM;39.600;24.100;20.300;18.200;16.000;4.500;;;;;200;600;600;1.600;1.600;1.800;1.800;1.800;1.800;1.800;1.800;3.700;3.700;16.800;21.200;27.100;27.800;33.500;29.700;29.000;28.999;35.658;42.588;41.996;50.855;54.415;50.840;60.218;74.739;83.720;109.176;135.905.672.936.536;135.300.414.088.577;149.527.817;167.386.363;205.217;248.580;264.548;283.787;332.029
Chile;CHL;24.900;27.000;24.800;21.200;21.500;16.600;14.300;14.800;14.100;12.500;13.700;18.300;20.700;19.200;20.100;25.300;26.300;29.000;35.300;36.000;40.100;36.600;48.200;58.600;68.800;77.800;93.700;109.300;119.100;92.500;87.945;82.942;78.187;82.789;86.140;93.003;94.770;101.008;108.565;97.473;108.840;123.739;125.120;127.631;124.480;116.532;116.238;124.316;134.661;143.964
